Unnamed: 0,公司名稱,職務名稱,工作內容,條件要求,工作待遇,福利制度,網址連結,Python,TensorFlow,MySQL,C,C++,Git,Java,R,OpenCV,Spark,Docker,DeepLearning,Linux,Hadoop,Kafka,MongoDB,JavaScript,DataMining
25,緯創資通股份有限公司,資料科學家_高雄_90767,"1. 協助定義專案分析的範圍以及方法論，定義假說以及指標,調整設計數據模型2. 將商業問題轉化為可分析的條件以及狀態3. 帶領數據團隊挑戰實際商業活動的數據分析4. 定義解決方法步驟的優先度5. 使用統計，數學,機器學習等方法分析商業活動產生的資料6. 開發分析工具套件協助分析7. 設計建立預測工具8. 尋找分析資料產生的新洞見","接受身份：                    上班族、應屆畢業生                    可上班日：一個月內工作經歷：不拘學歷要求：碩士以上語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  其他條件：                        1.   良好的溝通以及呈現能力，能解釋複雜分析方法給予其他領域的專家了解2.   應用機器學習方法論解決商業問題的經驗3.   熟悉程式開發在下列至少一項程式語言C, Java, R, Python, Perl, Scala4.   參與過Kaggle或Datathon分析比賽5.   有預測數據專案的實際經驗",待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"1.每週上班五天、彈性上下班
2.員工分紅、績效獎金
3.完善的教育訓練體系
  (1)OJT(On the job training工作現場訓練)
  (2)海外據點訓練 (3)新進人員訓練、(4)職能別專業訓練體系
  (5)管理才能訓練體系 (6)內部師資培訓練體系
  (7)TQM訓練系 (8)國際化訓練體系 (9)IT應用訓練體系
  (10)自我啟發訓練體系

4.體貼的辦公環境
  (1)員工餐廳(新竹廠區) (2)健身中心(台北公司) (3)籃球場 (台北公司) 
  (4)韻律教室 (5)銀行代辦處 (6)保險諮詢

5.豐富的福利項目
  (1)遍及基隆、雙北、桃園與新竹之免費交通車(依各區實際情況而定)
  (2)生育補助每胎6萬 (3)有薪活力假
  (4)公司全額補助團體保險(員工本人壽險、意外與住院醫療險) (5)婚喪喜慶與急難補助
  (6)生日、三節福利金  (7)多元社團活動 (8)定期電影欣賞會(台北公司)
  (9)國內外旅遊活動與補助 (10)員工生涯發展與諮商中心
  (11)優秀員工表揚與獎勵 (12)各式民生消費用品特賣

追蹤粉絲專頁瞭解更多:https://www.facebook.com/wistroncareer/",https://m.104.com.tw/job/6ltu8?jobsource=n104bank2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26,精藤股份有限公司,資料科學家,精藤公司為【全家便利商店股份有限公司】之子公司，精藤做為集團資訊整合的中心，不但承擔著集團「系統整合」及「Know-How彙整」的責任，同時也扮演了集團最堅強的技術發展領航者及實踐者。而支援這團隊成長的背後，除了穩定成長的零售通路資訊發展需求以外，亦包含了精藤20年來不斷精進的程式開發技術以及重視團隊合作的組織文化。在精藤，除了可以學習各項資訊系統規劃、開發、監控與維護（如：物流管理系統、帳務管理系統、商品管理系統，與情報分析系統......等數以百計的資訊系統，精藤皆自行開發與維護），更有完善的公司治理與開發標準，可做為所有資訊人員執行專案時的後盾。除此之外，精藤近年來亦不斷追求更多新領域的發展，例如：雲端科技應用、大數據資料分析以及行動裝置管理技術等等，誠摯的歡迎所有對於零售流通有興趣的伙伴一同加入精藤的大家庭。 本公司資料分析師之職務內容如下：1. 協助集團發展銷售預測分析模型2. 協助集團進行資料建模3. 協助集團建置資料倉儲4. 開發預測模型視覺化報表 此職缺需熟悉統計分析、SQL、Python、R語言、Machine Learning與SPSS，且具備資料分析3年以上工作經驗。誠摯歡迎符合以上條件，且具責任心、勇於接受挑戰者的加入。,"接受身份：                    上班族                    可上班日：不限工作經歷：3年以上學歷要求：大學以上科系要求：應用數學相關、統計學相關、資訊管理相關其他條件：                        1. 需熟悉SQL、Python與R語言。2. 需具備統計分析能力，包括熟悉SPSS、Multivariable calculus與Linear algebra。3. 需熟悉Machine Learning，包括KNN、SVM、Clustering、Bayesian Natworks, Ensemble...。4.需具備Data Visualization & communication能力。5.須具備2年以上資料分析相關工作經驗。","年薪 600,000~1,200,000元                                                薪資行情","◆獎金/禮品類
1.年終獎金
2.三節獎劵/禮品
◆保險類
1.勞保
2.健保
3.勞工退休金
4.員工團保
◆休閒類
1.國內旅遊
2.國外旅遊
3.部門聚餐
4.慶生會
5.社團活動
6.不定期電影包場
◆制度類
1.伙食費
2.誤餐費
◆請/休假制度
1.週休二日
2.特休/年假
3.陪產假
4.家庭照顧假
5.女性同仁生理假
6.生日假
◆其他
1.定期健康檢查
◆補助類
1.結婚禮金
2.生育津貼
3.社團補助
4.旅遊補助
5.退職金提撥",https://m.104.com.tw/job/70dl6?jobsource=n104bank2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,和泰聯網股份有限公司,資料分析師/資料科學家,"工作內容：1.彙整集團內可運用的數據，參與數據應用、顧客分析、顧客貼標等實際專案執行。2.可自行依據產品特性規劃數據收集策略，運用分析工具進行數據挖掘，協助開發/維運BI Dashboard。3.解讀數據後，將分析結果製成簡報，與客戶討論。 本職務需具備以下技能：1.熟悉線上數據收集工具(包含Google Tag Manager, Google Analytics, Firebase, Big Query)，具2-3年實作經驗。2.具數據分析實務經驗者(資料撈取／清整／分析至建立洞察模型) 3.熟悉數據程式語言 (如R、Python)4.需具備Data Visualization（如：Data Studio, Power BI…等）5.進階統計模型(Regression, Clustering, Segmentation...) 的應用經驗 6.溝通能力佳7.能快速學習與適應新技術，樂於接受改變與挑戰",接受身份：                    上班族                    可上班日：一個月內工作經歷：2年以上學歷要求：大學以上科系要求：數理統計相關、資訊工程相關、資訊管理相關語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  擅長工具：Java、Python、R、MS SQL、Excel、Google Analytics、Google Tag Manager、Google Data Studio、Firebase、Power BI​  其他條件：                        加分條件1. 熟悉 pyspark2. 熟悉Hadoop / Linux / Unix 操作指令3. 熟悉Spark 分散數據處理技術4. API 開發與介接能力注意事項# 面試時請攜帶數據分析相關作品,待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"1.上班地點交通便利，舒適辦公環境
2.完善福利制度含三節生日禮金及員工團體保險
3.休假制度：彈性上班週休二日，完整的休假制度(年假/產假/產檢假/生理假/陪產假/婚假/喪假)
4.不定期員工聚餐，豐富的零食區",https://m.104.com.tw/job/72ycg?jobsource=n104bank2,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
28,CHPT_中華精測科技股份有限公司,資料科學家(蘇州),1.協助使用統計、數學或機器學習等方法分析資料2.演算法設計、開發與驗證3.Machine Learning & Deep Learning相關新技術研究、開發與應用,"接受身份：                    上班族、應屆畢業生                    可上班日：不限工作經歷：2年以上學歷要求：碩士以上科系要求：數學及電算機科學學科類、工業工程相關、電機電子工程相關擅長工具：Python  工作技能：軟體程式設計其他條件：                        1. 研究專長為機器學習或深度學習演算法等相關理工系所碩士以上學歷，具相關工作經驗者及開發實例尤佳(備佐證資料者優先錄取)。2. 必備程式語言Python。3. 配合數據技術發展目標，研究新數據分析技術與開發可落地實用之演算法，提升整體數據技術應用能力。 4.具備自我學習、探索、分享的態度與團隊合作精神。5.熟悉最佳化演算法尤佳。6. 具有 Docker, Git 使用經驗者尤佳",待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"法定項目

哺乳室 
其他福利

慶生會 家庭日 員工停車位 特約商店 內部講師鐘點費 員工紅利 結婚禮金 生育津貼 員工進修補助 旅遊補助 年終獎金 三節獎金/禮品 員工餐廳 

                        一、具競爭力的好年薪：
　1.三節獎金/禮品
　2.提撥20~30%年盈餘，發放員工酬勞與獎金
　3.按月計發績效獎金
　4.研發創新、專利發明、改善提案等多重獎勵
　5.績優人才獎勵

二、高額度全方位保險：
　1.健保、勞保與勞退提繳
　2.零負擔團險，包含壽險、意外險、醫療險與癌症險
　3.自選眷屬團險
　4.特別給付保險金，包含加護病房、住院前門診、剖腹產手術等費用
　5.出差海外旅平險

三、高彈性差假勤制度：
　1.合法多元各類假別
　2.依工作屬性彈性出退勤

四、客製化培訓與輔導：
　1.完善的教育訓練藍圖與體系
　2.靈活的學習形式與驗收方式
　3.教學相長的優秀學習型組織
　4.健全的跨國輪外派歷練機會

五、身心靈的健康促進：
　1.專業廠醫護諮詢與協助
　2.年度廠慶暨家庭日活動
　3.同仁年度免費專業健檢
　4.免費多樣化自選高級餐
　5.員旅自由行享高額補助
　6.餐敘、團康費雙倍福利

六、十足優渥的福利：
　1.免費汽機車停車位(平鎮廠區)
　2.免費優質美觀制服
　3.房貸與購車優惠
　4.慶生趴與送禮券
　5.特約商店與優惠電影票
　6.金融保險公司駐廠免費諮詢
　7.退休歡送趴與精選紀念品
　8.結婚、生育、喪葬雙倍津貼
　9.傷病慰問、急難救助等補助
　10.中華電信員工優惠方案",https://m.104.com.tw/job/773wh?jobsource=n104bank2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29,伊雲谷數位科技股份有限公司,110年度研發替代役_Data Scientist 資料科學家_數據分析師,"面對真實世界的複雜問題，運用資料科學與數據分析專業，協助客戶掌握有價值的資料並獲得洞見，本職務將接觸到廣泛的產業領域，包含金融業、科技業、製造業、政府機關、法人機構、上市櫃公司...等大型企業。 職務內容：1. 與客戶溝通了解客戶需求目的、想解決的問題與希望獲得的商業價值2. 定義數據收集與後續分析需求，建構所需要的資料處理流程並協助客戶進行數據處理(清洗、ETL、標籤、特徵提取等)3. 依據數據處理與分析需求，建構數據模型，視實際情況調整並優化模型與流程4. 進行各種數據追蹤和分析，針對商業問題提供有用數據、評估與應用在客戶環境中，並持續優化與修正。5. 將數據結果給予最佳的視覺化建議與呈現6. 引導客戶學習使用並協助客戶洞察數據，提供有效的決策支援。本職務需要具有以下技能：1. 熟悉分類分群、推薦、迴歸預測等演算法理論基礎，並有實作經驗2. 熟悉程式與分析應用，如 Python, R, SPSS, MATLAB, SAS 等3. 熟悉大數據生態系(Big Data Ecosystem)，如 Hadoop, Spark, MapReduce, Hive 等4. 熟悉商業智慧(BI)工具，如 Tableau, QuickView, Qlik, PowerBI, Quicksight 等",接受身份：                    應屆畢業生                    可上班日：不限工作經歷：不拘學歷要求：碩士其他條件：                        1. 具備機器學習、人工智慧或類神經網路、數據分析、處理等相關背景2. 具有策略邏輯思考、分析判斷與溝通能力3. 對於數據與分析具有熱情。4. 具有客戶經驗。5. 熟悉雲端服務產品、SaaS、雲端佈建確認投遞履歷前請先至伊雲谷官網及伊雲谷產品網站https://product.ecloudvalley.com 了解一下我們吧！,待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"★ Bonus 獎金福利
◆ 三節獎金
◆ 年節獎金
◆ 分紅入股

★ Work-Life Balance 工作與生活平衡
◆ 週休二日
◆ 依法令規定給予休假 
◆ 瑜珈社、拳擊社、路跑社、羽球社讓你動一動

★ Insurance 保險
◆ 勞保、勞退
◆ 健保
◆ 員工團保

★ EatEatEat 吃吃吃
◆ 中午提供由專業廚房製作免費營養又好吃的午餐
◆ 吃不完喝不完的吧檯咖啡、零食飲料、冰櫃還有生啤機

★ Comfortable Environment 舒適的環境
◆ 每位夥伴都配有一台全新筆電
◆ 開放式吧台與獨立工作區

★ Play & Relax 娛樂福利
◆ 員工聚餐
◆ 員工旅遊
◆ 尾牙抽獎
◆ 每月慶生會
◆ 不定期包場看電影、歌唱比賽、名人演講
◆ 特約商店優惠活動

★ Perk 津貼福利
◆ 證照津貼
◆ 結婚津貼
◆ 生育津貼

★ Training 訓練
◆ AWS 專業講師的專業訓練
◆ OJT最快累積實戰經驗，迅速轉化工作能力
◆ 讀書會 互相學習成長的好機會

★ Duty Time 09:00-18:00 / 09:30-18:30 (彈性上下班)",https://m.104.com.tw/job/734nm?jobsource=n104bank2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,財團法人中華民國佛教慈濟慈善事業基金會,資料科學家(工作地點:花蓮),1.建立人工智慧模型及參數調校。2.協調廠商進行人工智慧模組評比與驗證。3.模型部屬及推理服務應用。4.協助跨志業人工智慧工作。5.主管交辦事項。,"接受身份：                    上班族                    可上班日：不限工作經歷：2年以上學歷要求：大學以上科系要求：數學及電算機科學學科類、資訊工程相關擅長工具：Java、Python  工作技能：系統整合分析、軟體程式設計、Machine Learning其他條件：                        期待具備知識:1.Python, TensorFlow, Keras, Pytorch應用。2.資料分析語言、工具及套件。3.機器學習及深度學習概念。4.統計及演算法概念。5.資訊架構認知。希望擁有能力、特質:1.誠信正直勇於承擔高度熱誠。2.時間及品質的自我要求。3.重視團隊精神及溝通協調。4.主動極積極且兼具效率的行動力。5.擁有解決問題的專業學習力。","月薪 35,000~60,000元                                                薪資行情","◆ 獎金/禮品類 
1.年終獎金 
2.端午節及中秋節獎金
◆ 制度類 
1.證照加給
2.退休金與退休禮品
◆ 設備類 
1.員工宿舍 （花蓮）
2.員工餐廳
3.員工夏、冬季制服
◆ 請/休假制度 
1.週休二日（依據工作特性變更休假時間） 
2.特別休假 
3.產假/產檢假/陪產假 
4.女性同仁生理假 
5.育嬰假 
6.家庭照顧假 
7.內政部所定應放假之紀念日、節日、勞動節等假日 
8.公傷假
◆ 其他 
1.一般健康檢查(視年齡每年或每二年一次)、警覺型健康檢查(視年齡每三年一次)
2.國外出差旅平險
3.國內、國外出差可依規定報差旅費、誤餐費、住宿費及雜費等。
4.同仁及其父母、子女與配偶享有慈濟醫院醫療優惠 
5.同仁享有靜思人文產品優惠
◆ 補助類 
1.婚、喪禮金 
2.派外教育訓練補助 
3.子女就讀慈濟大愛幼兒園、慈小及慈中教育補助費",https://m.104.com.tw/job/73z9c?jobsource=n104bank2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,資深人工智慧資料科學家_台達研究院(台北),「台達研究院」成立於2013年，除致力於大數據分析及物聯網應用與解決方案的開發與整合，加速企業轉型成功，也積極與產官學研生態體系協作，以開放創新模式，創造多贏生態圈。 本職缺主要工作內容:1.面對內外部客戶討論和釐清問題，應用機器學習、深度學習、統計與作業研究等技術，分析實際資料，提供合適的解決方案2.開發人工智慧應用和解決方案，並提供全生命週期服務3.參與智慧製造、智慧學習、智慧生活等資料分析和最佳化專案，並設計分析流程(含資料採集、邊緣運算分流、演算法選用等)。4.推動AI應用導入、培訓等工作 你/妳將會應用AI技術於下列四類問題1.品質診斷 (Quality Diagnosis)產品異常偵測/檢測根因分析製程/機台參數優化2.預測性維護 (Predictive Maintenance)傳感器訊號融合分析實時監控設備健康狀態剩餘壽命預測3.作業研究 (Operations Research)運輸派送問題優化生產排程優化4.自然語言處理 (Natural Language Processing)文本分類、摘要、生成建構以閱讀理解為基礎的問答系統建構知識圖譜為基礎的搜尋系統,"接受身份：                    上班族                    可上班日：不限工作經歷：2年以上學歷要求：碩士以上科系要求：數學及電算機科學學科類、工程學科類語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  其他條件：                        1.	電機/資工/資管/機械/數學/統計/工工，具機器學習、深度學習或資料分析背景等相關系所2.	熟悉以下至少一種資料分析語言：Python, Java, R, Matlab, Scala, C/C++3.	熟悉至少一種機器學習或資料分析工具或套件：Scikit-learn, PyTorch, Tensorflow, Keras,  OpenCV, NLTK, Stanford-coreNLP等4.	二年以上資料分析相關實務經驗5.	善於溝通協調與團隊合作精神並能獨立解決問題6.	具備以下任一經歷尤佳：專案管理經驗、製造業實務經驗、軟體開發經驗、資料採集(傳感器/控制器)經驗",待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"台達電子視員工為最重要的資產，向來注重人才培訓，我們提供訓練培育課程以滿足不同國家及地區員工之各種需求，從改進個別員工技能到培育管理領導者才能的訓練培育體系如下：

1. 新人訓練
2. 專業/職能訓練：研發及工程、行銷/銷售、財務/管理、進出口/採購、資訊科技等專業訓練 
3. 管理才能訓練：基層、中階及高階管理訓練 
4. 通識教育訓練：公司價值觀、顧客滿意、品質、安全及衛生
5. 專案導向訓練：企業議題討論會/研討會
6. 自我發展訓練：語言課程、數位學習

為提供同仁們整合性更高的教育訓練系統，台達在台灣區人資網站上新成立了學習與發展社群，以學習者為中心，提供學員所需的訓練資訊包含課程公告、外訓課程介紹、線上教材，並整合常見問題以解決疑問。另我們亦設有「學習評核區」，得以隨時於線上評量學習成果並由系統記錄之。

◎ 多元學習環境
       -e-Learning學習平台
       -面面俱到的訓練藍圖
       -全額補助外部技術研討及技能訓練
       -鼓勵學習的組織及環境

◎ 與國際接軌之員工個人發展
       -放眼全球的工作歷練及發展
       -全球各地研發中心之交流與學習
       -參與國際知名專家主持之專案
       -管理與技術職之雙軌晉升

◎ 績效導向之薪酬
       -以能力為依歸的績效管理
       -公司營運獲利分享的奬金紅利

◎ 福利及生活照顧
       -全額補助的團體保險
       -自助式且多樣選擇的廠內用餐補助
       -感性與知性兼具的社團活動
       -國內外自由行旅遊活動
       -美輪美奐的知名連鎖咖啡廳、便利商店
       -為地球盡一份心力的環保公益活動",https://m.104.com.tw/job/6qblf?jobsource=n104bank2,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
32,銓鍇國際股份有限公司,雲端數據分析師_資料科學家,"1. AWS雲端服務架構分析、概念驗證、移轉規劃與實施。2. AWS 雲端 AI/大數據分析。3. 客戶雲端架構管理及問題諮詢處理。4. 支援教育訓練及行銷活動之講師。 工作條件：1. 對至少一項程式語言有足夠瞭解的信心 (我們目前使用 PHP 及 Go，Serverless 使用 Python 及 Node.js)。2. 瞭解版本控管，並實際使用過 Git/GitHub。3. 熟悉 RMDB (SQL-Server/PostgreSQL/MySQL/Oracle) 以及 NoSQL (MongoDB/Redis/DynamoDB)。 4. 有大數據平台建置經驗 (Hadoop/Spark/Hive)。5. 執行大數據資料 ETL 及視覺化的能力 加分項目：1. 具AWS, Azure, Google Cloud Platform...等國際雲端服務之使用經驗佳。2. 具備 AIOT/機器學習並使用過 AWS SageMaker 經驗者尤佳。3. 具備 AWS Serverless/Lambda 開發經驗者尤佳。 4. 具 AWS 助理架構師認證或 GCP 相關認證佳。5. 對於學習新技術有熱忱者。","接受身份：                    上班族                    可上班日：一個月內工作經歷：不拘學歷要求：專科以上其他條件：                        1. 認真負責，良好溝通能力，團隊配合度高。2. 豐富的客戶提案開發與服務經驗。3. 具虛擬化的基礎佳。4. 抗壓性及適應能力強、有團隊合作精神。5. 具資訊安全認證或相關訓練尤佳(如：個資、ISO27001、ISO20000、ITIL等)。",待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"法定項目

週休二日 家庭照顧假 
其他福利

不扣薪病假 國外旅遊 部門聚餐 特約商店 結婚禮金 生育津貼 旅遊補助 住院慰問金 退職金提撥 年終獎金 三節獎金/禮品 專業證照獎金 零食櫃 

                        【薪資與福利】
◆ 員工紅利 (視公司營運而定)
◆ 保障年薪13個月
◆ 三節獎金/禮品 (春節、端午、中秋)
◆ 生日禮金
◆ 內部員工推薦獎金
◆ 績效獎金 (視公司營運及個人評核訂定)
◆ 結婚禮金、生育津貼、喪殯/住院慰問金
◆ 外出洽公/尾牙/聚餐的車資補助 (企業簽單，不需先代墊費用)

【休假與保險】
◆ 法定的勞保、健保、6%勞退
◆ 符合法令的休假制度(特休/家庭照顧假/生理假/陪產假)
◆ 優於法令的不扣薪病假
◆ 獎勵優秀員工的榮譽假
◆ 員工團保 (意外傷害補助)
◆ 年度健康檢查全額補助及健檢假

【休閒與其他】
◆ 彈性30分鐘上下班時間
◆ 全公司聚餐 (每兩個月一次)
◆ 不定期各部門聚餐
◆ 員工旅遊
◆ 年終尾牙餐會及豐富獎品
◆ 特約廠商優惠
◆ 每週美味下午茶時光
◆ 堆滿食物的零食櫃、飲料自由享用
◆ 不定期活動：公司週年、冬令進補、聖誕交換禮物

【訓練與發展】
◆ 新進人員/各專業職能訓練
◆ 外部教育訓練/技術研討會費用補助
◆ 取得證照獎勵
◆ 不定期大型內部教育訓練",https://m.104.com.tw/job/4wlhn?jobsource=n104bank2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,資策會_財團法人資訊工業策進會,【服創所】數據資料科學家,1. 數據資料處理、分析2. 數據探勘工具應用與開發3. 專案計畫相關事項配合與成果文件撰寫4. 有文字探勘經驗優先,接受身份：                    上班族、應屆畢業生                    可上班日：一個月內工作經歷：3年以上學歷要求：碩士科系要求：統計學相關、資訊管理相關、資訊工程相關語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /精通、寫 /中等  擅長工具：Github、Python、ETL、MS SQL、MySQL、Tableau、Google Trend  工作技能：Machine Learning、資料庫系統管理維護、資料庫軟體應用其他條件：                        1.喜歡主動了解大數據分析技術發展新知者佳2.善於溝通可融入團隊合作，同時具備獨立作業能力,待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"提供您樂在工作、勁在工作、享受工作的環境： 
1.彈性到班
2.便捷的工作地點
3.專利獎金
4.卓越技術貢獻獎勵
5.績優人員表揚
6.優於勞基法的特休假
7.生日賀禮
8.優厚獨特的退職金制度
9.照顧全家人的團保計畫
10.身心平衡的員工旅遊補助
11. 貼心規劃的健康檢查
12.體恤員工的結婚、生育及喪葬補助
13.豐富多元的福利活動
14.語文及學位進修補助
15.素質優良的同儕環境",https://m.104.com.tw/job/7641k?jobsource=n104bank2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,MyGo商學苑_平安房屋仲介股份有限公司,MyGo-Python資深工程師/資料科學家,我們是由一群具有熱誠、豐富產業經驗、有想法的夥伴，所共同組成的高戰鬥力不動產科技（Proptech）平台開發團隊，正在積極地找尋有熱情、有想法的專業人才。只要您是高手或好手，您~ 就是我們需要的合作夥伴，誠摯地邀請您的加入。( 此職務內容會針對房地產數據做大數據分析及推測 ) 我們目前要建置一個不動產新創平台，供專業經紀人與客戶在平台上進行交易使用，針對土地與房屋資料做商業分析(BI)，資料庫進行ETL轉換成有用的資訊提供給平台上專業經紀人開發業務使用。同時，我們會進行房地產數據分析與視覺化，供上面的專業經紀人與客戶未來作為評估交易的相關資訊。,"接受身份：                    上班族                    可上班日：可年後上班工作經歷：不拘學歷要求：專科以上其他條件：                        [條件要求]1. 熟悉 Python 3+ 及遵守 PEP 8 規範2. 熟悉 Django MTV 框架, Python ORM (Django ORM, SQLAlchemy)3. 熟悉 Docker 建立及管理專案4. 開發過 API 系統5. 熟悉 Git 開發管理專案6. 使用 AWS, GCP, Azure 經驗7. 熟悉 unittest 單元測試8. 良好的溝通能力 加分項目:1. 熟悉 Docker Compose2. 熟悉 Kafka 消息系統3. 熟悉 gRPC 及 Protobuf 協議架構4. 熟悉 InfluxDB 及 MongoDB 資料庫5. 使用 ElasticSearch, Solr 搜尋引擎經驗6. 使用 Redis 相關快取經驗7. 熟悉 Python Design patterns8. 熟悉 DevOps 自動化開發流程",待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"法定項目

週休二日 勞保 健保 陪產假 產假 特別休假 勞退提撥金 
其他福利

年終獎金 三節獎金/禮品 零食櫃 咖啡吧 國外旅遊 員工貸款 員工優惠 免費下午茶 伙食津貼 

                        ◆ 勞保，健保，年假
◆ 勞退提撥
◆ 業績獎金，年終獎金 
◆ 員工分紅 (依公司年度獲利狀況分配)
◆ 三節獎金 
◆ 介紹獎金
◆ 全額補助考取證照
◆ 每月慶生會
◆ 不定期觀賞電影(公司樓下即是國賓影城)
◆ 每個部門皆備有零食櫃
◆ 無限咖啡、茶包享用
◆ 配置公務手機，省去個人與客戶的通話費
◆ 研發部門每位RD配置MAC BOOK或 MAC mini
◆ 根據職務內容分配不同層級之電腦需求

薪資制度
提供多元化並具競爭性的薪資制度，並且不吝與同仁分享營運上的成功表現。正式員工享有:

薪資
固定薪資十二個月
一個月以上的年終獎金 (台灣地區, 視公司營運績效)

獎金
我們提供各種獎金以獎賞員工優良的績效表現。公司將依據獲利程度、員工個人績效及組織目標達成率決定獎金發放金額 。

員工分紅獎金
為了感謝員工對公司的貢獻，我們提供優渥的員工分紅獎金制度。員工分紅獎金與公司營運績效、團隊表現以及個人績效直接相關。 
• 員工分紅獎金 (台灣地區)
• 其他激勵計畫 (海外地區)",https://m.104.com.tw/job/6yjxf?jobsource=n104bank2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
35,台灣大車隊股份有限公司,資料科學家(大數據處),"台灣大車隊不是傳統的計程車產業，我們不斷創新，致力讓數百萬會員與 21,000 名司機擁有更好的生活品質。面對世界級的競爭，需要優秀的你加入，用數據與科技為力量，讓台灣更進步。 【工作內容】1.數據分析、挖掘、建模、模式評估等相關工作，並進行模型評估。2.使用unsupervised learning 和 supervised learning 建構行為預測及使用者分群的模型。3.熟悉機器學習演算法之開發及優化。4.爬蟲程式開發。",接受身份：                    上班族、夜間就讀中、原住民【相關法令】、二度就業                    可上班日：不限工作經歷：2年以上學歷要求：大學以上擅長工具：MS SQL、Excel  其他條件：                        使用過 GCP、Tableau 加分,待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"法定項目

哺乳室 週休二日 家庭照顧假 
其他福利

國內旅遊 員工優惠 特約商店 員工紅利 結婚禮金 生育津貼 旅遊補助 住院慰問金 年終獎金 三節獎金/禮品 特殊節日獎金禮品 專業證照獎金 

                        	制度類：新人教育訓練、各階層專業訓練課程、教育訓練補助、績效考核制度、升遷管道、彈性集團內部輪調制度。
	保險類：健全的勞保、健保、勞退提繳制度。
	獎金類：員工分紅、年終獎金、業績獎金、介紹獎金、生日禮金(券)、端午與中秋獎金(券/品)。
	休閒類：年終尾牙聚餐、部門聚餐、不定期慶生會、不定期佳節活動、家庭日、園遊會、員工旅遊、紓壓按摩。
	補助類：婚喪喜慶津貼、傷病住院慰問金、商品購物優惠、薪轉戶跨行提轉帳優惠、員工健檢補助。
	設備類：專屬優雅女性同仁哺(集)乳室、完善員工茶水間設備、舒適安全的休憩討論區、教育訓練專用教室。
以上為正職員工享有之福利制度。",https://m.104.com.tw/job/6ztvz?jobsource=n104bank2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
